Model,Scenario,Region,Variable,Unit,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
MESSAGE-GLOBIOM,SSP1-Baseline,R5.2REF,Consumption,billion US$2005/yr,1231.300,1567.200,1903.100,2742.750,3582.400,4666.700,5751.000,6759.100,7767.200,8504.800,9242.400,10036.700,10831.000,11479.500,12128.000,12526.000,12924.000,13089.500,13255.000
MESSAGE-GLOBIOM,SSP2-19,R5.2REF,Consumption,billion US$2005/yr,1237.100,1578.700,1920.300,2637.950,3355.600,4005.400,4655.200,5233.300,5811.400,6369.950,6928.500,7741.400,8554.300,9398.150,10242.000,11149.500,12057.000,12921.000,13785.000
MESSAGE-GLOBIOM,SSP2-26,R5.2REF,Consumption,billion US$2005/yr,1236.100,1578.250,1920.400,2657.150,3393.900,4103.750,4813.600,5412.900,6012.200,6586.250,7160.300,7945.250,8730.200,9562.100,10394.000,11307.500,12221.000,13123.000,14025.000
MESSAGE-GLOBIOM,SSP2-34,R5.2REF,Consumption,billion US$2005/yr,1235.500,1578.150,1920.800,2660.050,3399.300,4122.650,4846.000,5469.700,6093.400,6664.700,7236.000,8061.450,8886.900,9716.950,10547.000,11407.500,12268.000,13189.000,14110.000
MESSAGE-GLOBIOM,SSP2-45,R5.2REF,Consumption,billion US$2005/yr,1235.700,1578.350,1921.000,2659.450,3397.900,4125.550,4853.200,5489.400,6125.600,6705.450,7285.300,8098.700,8912.100,9771.050,10630.000,11509.500,12389.000,13261.000,14133.000
MESSAGE-GLOBIOM,SSP2-60,R5.2REF,Consumption,billion US$2005/yr,1235.800,1578.650,1921.500,2659.200,3396.900,4127.100,4857.300,5500.050,6142.800,6727.800,7312.800,8121.550,8930.300,9783.150,10636.000,11530.500,12425.000,13311.500,14198.000
MESSAGE-GLOBIOM,SSP2-Baseline,R5.2REF,Consumption,billion US$2005/yr,1235.300,1577.600,1919.900,2657.400,3394.900,4125.750,4856.600,5499.400,6142.200,6734.100,7326.000,8134.000,8942.000,9794.000,10646.000,11539.000,12432.000,13338.000,14244.000
MESSAGE-GLOBIOM,SSP3-34,R5.2REF,Consumption,billion US$2005/yr,1233.200,1574.450,1915.700,2594.550,3273.400,3786.900,4300.400,4590.550,4880.700,5005.300,5129.900,5426.150,5722.400,6072.700,6423.000,6889.100,7355.200,7682.150,8009.100
MESSAGE-GLOBIOM,SSP3-45,R5.2REF,Consumption,billion US$2005/yr,1234.100,1575.900,1917.700,2599.250,3280.800,3824.900,4369.000,4687.450,5005.900,5140.000,5274.100,5612.500,5950.900,6345.800,6740.700,7178.750,7616.800,7909.650,8202.500
MESSAGE-GLOBIOM,SSP3-60,R5.2REF,Consumption,billion US$2005/yr,1235.100,1578.050,1921.000,2598.350,3275.700,3826.700,4377.700,4724.900,5072.100,5235.400,5398.700,5706.050,6013.400,6428.100,6842.800,7333.100,7823.400,8148.900,8474.400
MESSAGE-GLOBIOM,SSP3-Baseline,R5.2REF,Consumption,billion US$2005/yr,1236.000,1582.250,1928.500,2604.700,3280.900,3837.600,4394.300,4740.950,5087.600,5247.600,5407.600,5750.350,6093.100,6552.450,7011.800,7481.000,7950.200,8217.900,8485.600
REMIND-MAGPIE,SSP1-Baseline,R5.2REF,Consumption,billion US$2005/yr,706.800,821.750,936.700,1091.350,1246.000,1455.500,1665.000,1887.500,2110.000,2307.000,2504.000,2622.500,2741.000,2906.500,3072.000,3162.500,3253.000,3313.500,3374.000
REMIND-MAGPIE,SSP2-Baseline,R5.2REF,Consumption,billion US$2005/yr,726.400,845.600,964.800,1097.400,1230.000,1377.500,1525.000,1686.000,1847.000,2018.500,2190.000,2335.000,2480.000,2710.500,2941.000,3148.000,3355.000,3557.500,3760.000
REMIND-MAGPIE,SSP5-Baseline,R5.2REF,Consumption,billion US$2005/yr,738.900,859.000,979.100,1174.050,1369.000,1674.000,1979.000,2327.500,2676.000,3030.500,3385.000,3624.500,3864.000,4213.500,4563.000,4796.000,5029.000,5205.000,5381.000
WITCH-GLOBIOM,SSP1-19,R5.2REF,Consumption,billion US$2005/yr,1282.329,1533.242,1784.155,1955.987,2127.818,2399.279,2670.739,2882.352,3093.966,3250.260,3406.555,3551.965,3697.374,3887.000,4076.627,4237.005,4397.383,4544.231,4691.079
WITCH-GLOBIOM,SSP1-26,R5.2REF,Consumption,billion US$2005/yr,1282.329,1573.919,1865.510,2221.641,2577.771,3022.025,3466.278,3805.430,4144.581,4349.325,4554.070,4678.014,4801.959,4858.149,4914.338,4922.444,4930.550,4934.235,4937.921
WITCH-GLOBIOM,SSP1-34,R5.2REF,Consumption,billion US$2005/yr,1282.329,1593.914,1905.499,2349.121,2792.744,3308.032,3823.321,4224.562,4625.804,4922.500,5219.196,5442.807,5666.418,5804.443,5942.468,5988.725,6034.982,5985.857,5936.733
WITCH-GLOBIOM,SSP1-45,R5.2REF,Consumption,billion US$2005/yr,1282.329,1600.366,1918.402,2395.656,2872.910,3430.329,3987.748,4428.891,4870.035,5210.809,5551.583,5829.492,6107.401,6292.503,6477.606,6569.208,6660.809,6664.967,6669.125
WITCH-GLOBIOM,SSP1-Baseline,R5.2REF,Consumption,billion US$2005/yr,1282.329,1608.812,1935.296,2424.379,2913.462,3484.690,4055.919,4535.620,5015.321,5411.675,5808.030,6148.154,6488.278,6694.974,6901.671,7030.093,7158.516,7191.472,7224.428
WITCH-GLOBIOM,SSP2-26,R5.2REF,Consumption,billion US$2005/yr,1249.165,1523.821,1798.477,2038.098,2277.718,2521.846,2765.974,2964.277,3162.579,3293.838,3425.096,3506.837,3588.577,3602.342,3616.107,3559.053,3502.000,3510.533,3519.067
WITCH-GLOBIOM,SSP2-34,R5.2REF,Consumption,billion US$2005/yr,1249.165,1545.684,1842.203,2167.171,2492.139,2821.951,3151.762,3432.480,3713.197,3966.573,4219.950,4454.972,4689.994,4854.821,5019.648,5114.262,5208.876,5309.516,5410.156
WITCH-GLOBIOM,SSP2-45,R5.2REF,Consumption,billion US$2005/yr,1249.165,1554.595,1860.025,2222.544,2585.063,2942.558,3300.053,3619.786,3939.519,4253.193,4566.867,4887.107,5207.348,5480.443,5753.538,5967.038,6180.538,6378.899,6577.260
WITCH-GLOBIOM,SSP2-60,R5.2REF,Consumption,billion US$2005/yr,1249.165,1558.160,1867.155,2250.110,2633.064,3022.718,3412.371,3766.720,4121.069,4464.410,4807.751,5164.794,5521.837,5851.980,6182.122,6494.391,6806.660,7113.596,7420.533
WITCH-GLOBIOM,SSP2-Baseline,R5.2REF,Consumption,billion US$2005/yr,1249.165,1566.083,1883.001,2275.949,2668.898,3070.733,3472.568,3850.420,4228.272,4615.691,5003.110,5427.733,5852.356,6254.745,6657.135,7033.353,7409.570,7763.405,8117.241
WITCH-GLOBIOM,SSP3-34,R5.2REF,Consumption,billion US$2005/yr,1162.717,1456.142,1749.568,2015.368,2281.167,2453.995,2626.823,2701.529,2776.234,2790.745,2805.256,2833.289,2861.323,2896.090,2930.857,2950.238,2969.619,2988.830,3008.041
WITCH-GLOBIOM,SSP3-45,R5.2REF,Consumption,billion US$2005/yr,1162.717,1465.319,1767.921,2064.510,2361.099,2593.075,2825.051,2984.274,3143.497,3250.027,3356.558,3476.637,3596.717,3716.396,3836.074,3926.358,4016.642,4103.276,4189.911
WITCH-GLOBIOM,SSP3-60,R5.2REF,Consumption,billion US$2005/yr,1162.717,1463.122,1763.528,2073.550,2383.573,2636.263,2888.954,3069.246,3249.538,3393.698,3537.857,3718.001,3898.146,4099.986,4301.826,4502.661,4703.496,4908.380,5113.265
WITCH-GLOBIOM,SSP3-Baseline,R5.2REF,Consumption,billion US$2005/yr,1162.717,1461.915,1761.113,2073.595,2386.078,2640.588,2895.098,3081.709,3268.319,3428.776,3589.232,3785.810,3982.387,4204.048,4425.708,4655.528,4885.348,5124.655,5363.961
WITCH-GLOBIOM,SSP4-19,R5.2REF,Consumption,billion US$2005/yr,1238.339,1486.287,1734.236,1865.075,1995.914,2154.558,2313.202,2418.462,2523.721,2605.429,2687.137,2752.015,2816.893,2892.001,2967.108,3059.954,3152.800,3273.128,3393.456
WITCH-GLOBIOM,SSP4-26,R5.2REF,Consumption,billion US$2005/yr,1238.339,1521.130,1803.921,2105.679,2407.438,2738.020,3068.601,3308.581,3548.561,3715.174,3881.786,4001.356,4120.926,4178.436,4235.946,4211.714,4187.482,4166.035,4144.588
WITCH-GLOBIOM,SSP4-34,R5.2REF,Consumption,billion US$2005/yr,1238.339,1533.541,1828.744,2185.062,2541.380,2916.332,3291.284,3576.630,3861.976,4088.050,4314.124,4517.650,4721.177,4864.183,5007.189,5055.939,5104.690,5074.579,5044.468
WITCH-GLOBIOM,SSP4-45,R5.2REF,Consumption,billion US$2005/yr,1238.339,1539.541,1840.744,2220.549,2600.354,2997.775,3395.195,3705.997,4016.799,4275.358,4533.916,4781.861,5029.805,5207.609,5385.413,5482.906,5580.400,5610.471,5640.542
WITCH-GLOBIOM,SSP4-60,R5.2REF,Consumption,billion US$2005/yr,1238.339,1542.862,1847.386,2239.687,2631.989,3045.428,3458.868,3799.707,4140.547,4441.157,4741.767,5030.368,5318.969,5520.214,5721.460,5859.367,5997.273,6069.077,6140.881
WITCH-GLOBIOM,SSP4-Baseline,R5.2REF,Consumption,billion US$2005/yr,1238.339,1547.685,1857.031,2247.442,2637.854,3046.507,3455.160,3796.023,4136.886,4440.881,4744.875,5033.807,5322.739,5527.205,5731.671,5873.628,6015.584,6092.118,6168.651
WITCH-GLOBIOM,SSP5-34,R5.2REF,Consumption,billion US$2005/yr,1214.622,1548.619,1882.616,2351.901,2821.185,3438.429,4055.674,4535.856,5016.037,5317.441,5618.845,5773.092,5927.339,5921.920,5916.501,5878.321,5840.141,6178.929,6517.718
WITCH-GLOBIOM,SSP5-45,R5.2REF,Consumption,billion US$2005/yr,1214.622,1556.559,1898.495,2438.470,2978.444,3730.063,4481.681,5193.059,5904.438,6562.181,7219.924,7878.092,8536.260,9101.766,9667.272,10061.084,10454.896,10491.847,10528.798
WITCH-GLOBIOM,SSP5-60,R5.2REF,Consumption,billion US$2005/yr,1214.622,1556.569,1898.516,2467.824,3037.131,3810.311,4583.490,5311.617,6039.745,6733.967,7428.189,8102.988,8777.787,9345.812,9913.837,10346.614,10779.391,11072.388,11365.385
WITCH-GLOBIOM,SSP5-Baseline,R5.2REF,Consumption,billion US$2005/yr,1214.622,1553.808,1892.994,2471.614,3050.234,3848.462,4646.691,5410.544,6174.397,6900.477,7626.557,8335.326,9044.095,9643.682,10243.270,10751.037,11258.805,11657.636,12056.466
AIM/CGE,SSP1-19,World,Consumption,billion US$2005/yr,37625.750,44815.182,52004.614,61407.327,70810.040,82686.180,94562.319,106914.159,119266.000,131383.500,143501.000,155950.500,168400.000,179866.500,191333.000,201779.500,212226.000,221188.000,230150.000
AIM/CGE,SSP1-26,World,Consumption,billion US$2005/yr,37626.433,44816.417,52006.400,62040.338,72074.276,84100.017,96125.759,108608.879,121092.000,133370.500,145649.000,157931.500,170214.000,181600.500,192987.000,203255.000,213523.000,222421.000,231319.000
AIM/CGE,SSP1-34,World,Consumption,billion US$2005/yr,37626.433,44816.417,52006.400,62181.808,72357.216,84747.444,97137.673,109723.336,122309.000,134653.000,146997.000,159415.500,171834.000,183265.000,194696.000,205063.000,215430.000,224359.500,233289.000
AIM/CGE,SSP1-45,World,Consumption,billion US$2005/yr,37626.433,44801.710,51976.987,62190.977,72404.968,84870.915,97336.863,110042.932,122749.000,135260.500,147772.000,160321.500,172871.000,184303.000,195735.000,206081.000,216427.000,225300.500,234174.000
AIM/CGE,SSP1-Baseline,World,Consumption,billion US$2005/yr,37625.105,44811.068,51997.031,62201.360,72405.689,84884.285,97362.882,110049.441,122736.000,135248.000,147760.000,160327.500,172895.000,184443.500,195992.000,206450.000,216908.000,225873.500,234839.000
AIM/CGE,SSP2-19,World,Consumption,billion US$2005/yr,37623.673,44709.150,51794.627,58760.285,65725.942,73329.101,80932.259,89219.177,97506.096,106435.548,115365.000,125731.500,136098.000,147349.500,158601.000,170958.500,183316.000,196731.500,210147.000
AIM/CGE,SSP2-26,World,Consumption,billion US$2005/yr,37622.707,44708.964,51795.222,59538.576,67281.930,75043.006,82804.082,91203.990,99603.897,108916.949,118230.000,128617.000,139004.000,150433.000,161862.000,174250.000,186638.000,200073.000,213508.000
AIM/CGE,SSP2-34,World,Consumption,billion US$2005/yr,37622.707,44708.964,51795.222,59893.459,67991.696,76046.424,84101.151,92577.576,101054.000,110349.500,119645.000,130283.500,140922.000,152443.000,163964.000,176445.000,188926.000,202345.000,215764.000
AIM/CGE,SSP2-45,World,Consumption,billion US$2005/yr,37622.707,44708.964,51795.222,60057.315,68319.409,76640.632,84961.855,93607.427,102253.000,111599.500,120946.000,131541.500,142137.000,153639.500,165142.000,177623.000,190104.000,203573.500,217043.000
AIM/CGE,SSP2-60,World,Consumption,billion US$2005/yr,37622.707,44708.964,51795.222,60071.203,68347.184,76699.490,85051.796,93804.898,102558.000,112100.500,121643.000,132525.500,143408.000,155132.000,166856.000,179497.500,192139.000,205795.000,219451.000
AIM/CGE,SSP2-Baseline,World,Consumption,billion US$2005/yr,37623.050,44712.102,51801.154,60083.156,68365.159,76754.925,85144.691,93938.345,102732.000,112294.000,121856.000,132725.000,143594.000,155332.000,167070.000,179724.500,192379.000,206015.500,219652.000
AIM/CGE,SSP3-34,World,Consumption,billion US$2005/yr,37621.008,44372.013,51123.019,57329.619,63536.219,67240.991,70945.763,73712.879,76479.995,78712.662,80945.329,83036.701,85128.074,86958.498,88788.923,90552.091,92315.259,94461.161,96607.062
AIM/CGE,SSP3-45,World,Consumption,billion US$2005/yr,37621.008,44372.013,51123.019,57411.643,63700.268,67909.693,72119.117,75114.712,78110.306,80215.779,82321.252,84740.246,87159.240,89463.856,91768.472,93926.313,96084.155,98283.077,100482.000
AIM/CGE,SSP3-60,World,Consumption,billion US$2005/yr,37621.008,44372.013,51123.019,57416.378,63709.737,68102.298,72494.860,75739.863,78984.866,81694.486,84404.107,87039.361,89674.616,92101.290,94527.965,97083.429,99638.894,102571.447,105504.000
AIM/CGE,SSP3-Baseline,World,Consumption,billion US$2005/yr,37619.939,44380.490,51141.041,57480.582,63820.124,68422.031,73023.939,76489.953,79955.967,82778.249,85600.532,88500.910,91401.288,94197.278,96993.267,99907.133,102821.000,106123.000,109425.000
AIM/CGE,SSP4-26,World,Consumption,billion US$2005/yr,37625.990,44610.394,51594.799,59963.013,68331.226,76733.356,85135.485,92945.743,100756.000,107880.500,115005.000,121682.500,128360.000,134088.000,139816.000,145034.000,150252.000,155163.500,160075.000
AIM/CGE,SSP4-34,World,Consumption,billion US$2005/yr,37625.990,44610.394,51594.799,60141.220,68687.640,77314.753,85941.866,93748.933,101556.000,108660.000,115764.000,122471.000,129178.000,134945.500,140713.000,145958.500,151204.000,156152.500,161101.000
AIM/CGE,SSP4-45,World,Consumption,billion US$2005/yr,37625.990,44610.394,51594.799,60206.993,68819.187,77567.729,86316.271,94184.636,102053.000,109191.000,116329.000,123069.000,129809.000,135566.500,141324.000,146536.500,151749.000,156668.000,161587.000
AIM/CGE,SSP4-Baseline,World,Consumption,billion US$2005/yr,37624.380,44602.936,51581.493,60175.047,68768.602,77501.375,86234.148,94047.074,101860.000,108980.500,116101.000,122876.000,129651.000,135483.000,141315.000,146586.500,151858.000,156791.500,161725.000
AIM/CGE,SSP5-26,World,Consumption,billion US$2005/yr,37623.455,45155.025,52686.594,64544.599,76402.603,93089.802,109777.000,129605.500,149434.000,171757.500,194081.000,219952.500,245824.000,274680.500,303537.000,335764.500,367992.000,403280.000,438568.000
AIM/CGE,SSP5-34,World,Consumption,billion US$2005/yr,37623.455,45155.025,52686.594,65336.284,77985.974,95521.987,113058.000,133267.500,153477.000,176086.500,198696.000,224932.500,251169.000,280233.500,309298.000,341647.000,373996.000,409135.000,444274.000
AIM/CGE,SSP5-45,World,Consumption,billion US$2005/yr,37623.455,45155.025,52686.594,65584.456,78482.317,96420.159,114358.000,134533.500,154709.000,177573.500,200438.000,227051.000,253664.000,283252.000,312840.000,345238.000,377636.000,412809.000,447982.000
AIM/CGE,SSP5-60,World,Consumption,billion US$2005/yr,37623.455,45155.025,52686.594,65622.929,78559.263,96597.632,114636.000,135038.500,155441.000,178481.000,201521.000,228354.500,255188.000,284923.500,314659.000,347458.000,380257.000,415779.500,451302.000
AIM/CGE,SSP5-Baseline,World,Consumption,billion US$2005/yr,37621.814,45161.602,52701.390,65748.135,78794.879,97120.940,115447.000,136219.500,156992.000,180420.000,203848.000,230942.500,258037.000,288061.500,318086.000,351111.500,384137.000,419980.000,455823.000
IMAGE,SSP1-19,World,Consumption,billion US$2005/yr,40443.001,50590.561,60738.121,77474.926,94211.731,115549.965,136888.199,158960.701,181033.203,200945.999,220858.795,240318.192,259777.588,277299.240,294820.892,310457.840,326094.788,339095.047,352095.306
IMAGE,SSP1-26,World,Consumption,billion US$2005/yr,40443.001,50590.561,60738.121,77474.926,94211.731,115549.965,136888.199,158960.701,181033.203,200945.999,220858.795,240318.192,259777.588,277299.240,294820.892,310457.840,326094.788,339095.047,352095.306
IMAGE,SSP1-34,World,Consumption,billion US$2005/yr,40443.001,50590.561,60738.121,77474.926,94211.731,115549.965,136888.199,158960.701,181033.203,200945.999,220858.795,240318.192,259777.588,277299.240,294820.892,310457.840,326094.788,339095.047,352095.306
IMAGE,SSP1-45,World,Consumption,billion US$2005/yr,40443.001,50590.561,60738.121,77474.926,94211.731,115549.965,136888.199,158960.701,181033.203,200945.999,220858.795,240318.192,259777.588,277299.240,294820.892,310457.840,326094.788,339095.047,352095.306
IMAGE,SSP1-Baseline,World,Consumption,billion US$2005/yr,40443.001,50590.561,60738.121,77474.926,94211.731,115549.965,136888.199,158960.701,181033.203,200945.999,220858.795,240318.192,259777.588,277299.240,294820.892,310457.840,326094.788,339095.047,352095.306
IMAGE,SSP2-26,World,Consumption,billion US$2005/yr,40443.001,50543.295,60643.589,74226.126,87808.662,101872.581,115936.501,130917.553,145898.605,160999.001,176099.396,193332.352,210565.308,229493.004,248420.700,269203.743,289986.786,312751.694,335516.602
IMAGE,SSP2-34,World,Consumption,billion US$2005/yr,40443.001,50543.295,60643.589,74226.126,87808.662,101872.581,115936.501,130917.553,145898.605,160999.001,176099.396,193332.352,210565.308,229493.004,248420.700,269203.743,289986.786,312751.694,335516.602
IMAGE,SSP2-45,World,Consumption,billion US$2005/yr,40443.001,50543.295,60643.589,74226.126,87808.662,101872.581,115936.501,130917.553,145898.605,160999.001,176099.396,193332.352,210565.308,229493.004,248420.700,269203.743,289986.786,312751.694,335516.602
IMAGE,SSP2-60,World,Consumption,billion US$2005/yr,40443.001,50543.295,60643.589,74226.126,87808.662,101872.581,115936.501,130917.553,145898.605,160999.001,176099.396,193332.352,210565.308,229493.004,248420.700,269203.743,289986.786,312751.694,335516.602
IMAGE,SSP2-Baseline,World,Consumption,billion US$2005/yr,40443.001,50543.295,60643.589,74226.126,87808.662,101872.581,115936.501,130917.553,145898.605,160999.001,176099.396,193332.352,210565.308,229493.004,248420.700,269203.743,289986.786,312751.694,335516.602
IMAGE,SSP3-34,World,Consumption,billion US$2005/yr,40443.001,50324.905,60206.810,71294.041,82381.271,90779.854,99178.436,105996.918,112815.399,118001.450,123187.500,128880.302,134573.105,140643.303,146713.501,153317.802,159922.104,167477.600,175033.096
IMAGE,SSP3-45,World,Consumption,billion US$2005/yr,40443.001,50324.905,60206.810,71294.041,82381.271,90779.854,99178.436,105996.918,112815.399,118001.450,123187.500,128880.302,134573.105,140643.303,146713.501,153317.802,159922.104,167477.600,175033.096
IMAGE,SSP3-60,World,Consumption,billion US$2005/yr,40443.001,50324.905,60206.810,71294.041,82381.271,90779.854,99178.436,105996.918,112815.399,118001.450,123187.500,128880.302,134573.105,140643.303,146713.501,153317.802,159922.104,167477.600,175033.096
IMAGE,SSP3-Baseline,World,Consumption,billion US$2005/yr,40443.001,50324.905,60206.810,71294.041,82381.271,90779.854,99178.436,105996.918,112815.399,118001.450,123187.500,128880.302,134573.105,140643.303,146713.501,153317.802,159922.104,167477.600,175033.096
IMAGE,SSP4-26,World,Consumption,billion US$2005/yr,40443.001,51150.360,61857.719,75764.629,89671.539,103656.471,117641.403,130432.304,143223.206,153399.155,163575.104,172891.701,182208.298,190018.799,197829.300,204828.697,211828.094,218505.394,225182.693
IMAGE,SSP4-34,World,Consumption,billion US$2005/yr,40443.001,51150.360,61857.719,75764.629,89671.539,103656.471,117641.403,130432.304,143223.206,153399.155,163575.104,172891.701,182208.298,190018.799,197829.300,204828.697,211828.094,218505.394,225182.693
IMAGE,SSP4-45,World,Consumption,billion US$2005/yr,40443.001,51150.360,61857.719,75764.629,89671.539,103656.471,117641.403,130432.304,143223.206,153399.155,163575.104,172891.701,182208.298,190018.799,197829.300,204828.697,211828.094,218505.394,225182.693
IMAGE,SSP4-60,World,Consumption,billion US$2005/yr,40443.001,51150.360,61857.719,75764.629,89671.539,103656.471,117641.403,130432.304,143223.206,153399.155,163575.104,172891.701,182208.298,190018.799,197829.300,204828.697,211828.094,218505.394,225182.693
IMAGE,SSP4-Baseline,World,Consumption,billion US$2005/yr,40443.001,51150.360,61857.719,75764.629,89671.539,103656.471,117641.403,130432.304,143223.206,153399.155,163575.104,172891.701,182208.298,190018.799,197829.300,204828.697,211828.094,218505.394,225182.693
IMAGE,SSP5-34,World,Consumption,billion US$2005/yr,40443.001,51732.510,63022.018,84249.611,105477.203,136133.804,166790.405,201055.656,235320.908,270366.203,305411.499,344288.498,383165.497,424448.502,465731.506,509685.913,553640.320,599358.795,645077.271
IMAGE,SSP5-45,World,Consumption,billion US$2005/yr,40443.001,51732.510,63022.018,84249.611,105477.203,136133.804,166790.405,201055.656,235320.908,270366.203,305411.499,344288.498,383165.497,424448.502,465731.506,509685.913,553640.320,599358.795,645077.271
IMAGE,SSP5-60,World,Consumption,billion US$2005/yr,40443.001,51732.510,63022.018,84249.611,105477.203,136133.804,166790.405,201055.656,235320.908,270366.203,305411.499,344288.498,383165.497,424448.502,465731.506,509685.913,553640.320,599358.795,645077.271
IMAGE,SSP5-Baseline,World,Consumption,billion US$2005/yr,40443.001,51732.510,63022.018,84249.611,105477.203,136133.804,166790.405,201055.656,235320.908,270366.203,305411.499,344288.498,383165.497,424448.502,465731.506,509685.913,553640.320,599358.795,645077.271
MESSAGE-GLOBIOM,SSP1-19,World,Consumption,billion US$2005/yr,35996.320,43517.930,51039.540,69204.520,87369.500,112973.400,138577.300,169567.950,200558.600,232647.800,264737.000,299602.000,334467.000,368208.200,401949.400,435038.600,468127.800,496422.100,524716.400
MESSAGE-GLOBIOM,SSP1-26,World,Consumption,billion US$2005/yr,35949.710,43427.310,50904.910,69258.255,87611.600,113467.700,139323.800,170660.600,201997.400,234291.300,266585.200,301551.150,336517.100,370279.600,404042.100,437058.850,470075.600,498233.700,526391.800
MESSAGE-GLOBIOM,SSP1-34,World,Consumption,billion US$2005/yr,35935.270,43414.545,50893.820,69294.810,87695.800,113621.800,139547.800,171014.900,202482.000,234959.300,267436.600,302535.350,337634.100,371485.850,405337.600,438507.150,471676.700,499650.300,527623.900
MESSAGE-GLOBIOM,SSP1-45,World,Consumption,billion US$2005/yr,35928.080,43407.455,50886.830,69304.315,87721.800,113675.000,139628.200,171143.100,202658.000,235230.800,267803.600,303002.650,338201.700,372268.700,406335.700,439608.250,472880.800,500920.250,528959.700
MESSAGE-GLOBIOM,SSP1-Baseline,World,Consumption,billion US$2005/yr,35926.310,43401.655,50877.000,69295.650,87714.300,113685.050,139655.800,171173.700,202691.600,235274.250,267856.900,303097.400,338337.900,372484.100,406630.300,440044.450,473458.600,501814.200,530169.800
MESSAGE-GLOBIOM,SSP2-19,World,Consumption,billion US$2005/yr,35984.910,43612.725,51240.540,66998.620,82756.700,98645.450,114534.200,132081.500,149628.800,169881.350,190133.900,215004.650,239875.400,268453.950,297032.500,331542.600,366052.700,398637.300,431221.900
MESSAGE-GLOBIOM,SSP2-26,World,Consumption,billion US$2005/yr,35968.520,43547.365,51126.210,66922.105,82718.000,99184.050,115650.100,133999.650,152349.200,173192.350,194035.500,219346.550,244657.600,273803.550,302949.500,338284.650,373619.800,408278.800,442937.800
MESSAGE-GLOBIOM,SSP2-34,World,Consumption,billion US$2005/yr,35960.020,43537.200,51114.380,66940.990,82767.600,99356.450,115945.300,134519.750,153094.200,174108.800,195123.400,220778.950,246434.500,275959.900,305485.300,341090.250,376695.200,412233.650,447772.100
MESSAGE-GLOBIOM,SSP2-45,World,Consumption,billion US$2005/yr,35957.380,43534.630,51111.880,66934.140,82756.400,99391.800,116027.200,134678.250,153329.300,174482.500,195635.700,221444.250,247252.800,276988.350,306723.900,342554.650,378385.400,414247.950,450110.500
MESSAGE-GLOBIOM,SSP2-60,World,Consumption,billion US$2005/yr,35955.990,43532.075,51108.160,66915.630,82723.100,99380.900,116038.700,134730.550,153422.400,174616.250,195810.100,221690.850,247571.600,277505.000,307438.400,343606.200,379774.000,415951.250,452128.500
MESSAGE-GLOBIOM,SSP2-Baseline,World,Consumption,billion US$2005/yr,35949.840,43524.600,51099.360,66907.580,82715.800,99386.450,116057.100,134745.600,153434.100,174638.950,195843.800,221710.050,247576.300,277556.250,307536.200,343736.800,379937.400,416251.100,452564.800
MESSAGE-GLOBIOM,SSP3-34,World,Consumption,billion US$2005/yr,36009.970,43526.995,51044.020,64757.410,78470.800,88458.200,98445.600,105707.300,112969.000,118407.000,123845.000,129563.500,135282.000,140869.050,146456.100,152861.350,159266.600,163525.850,167785.100
MESSAGE-GLOBIOM,SSP3-45,World,Consumption,billion US$2005/yr,36013.320,43530.405,51047.490,64792.545,78537.600,88740.350,98943.100,106508.000,114072.900,119915.050,125757.200,131701.150,137645.100,143635.800,149626.500,156585.550,163544.600,169969.000,176393.400
MESSAGE-GLOBIOM,SSP3-60,World,Consumption,billion US$2005/yr,36004.580,43513.715,51022.850,64747.325,78471.800,88752.450,99033.100,106855.950,114678.800,120856.900,127035.000,133260.650,139486.300,145904.300,152322.300,159841.850,167361.400,174682.850,182004.300
MESSAGE-GLOBIOM,SSP3-Baseline,World,Consumption,billion US$2005/yr,35989.740,43521.770,51053.800,64736.950,78420.100,88706.000,98991.900,106894.700,114797.500,121063.650,127329.800,133776.000,140222.200,146996.000,153769.800,161245.100,168720.400,176182.150,183643.900
REMIND-MAGPIE,SSP1-19,World,Consumption,billion US$2005/yr,32960.000,39984.745,47009.490,56337.131,65664.772,78361.297,91057.822,105753.364,120448.905,134895.132,149341.358,159790.390,170239.422,184891.433,199543.445,210347.230,221151.016,229953.716,238756.417
REMIND-MAGPIE,SSP1-26,World,Consumption,billion US$2005/yr,32960.000,39984.744,47009.488,56875.848,66742.208,80252.036,93761.864,108815.549,123869.233,138359.335,152849.437,163496.280,174143.123,189093.809,204044.496,214647.694,225250.892,234002.959,242755.025
REMIND-MAGPIE,SSP1-34,World,Consumption,billion US$2005/yr,32960.000,39984.744,47009.488,56998.826,66988.164,80646.727,94305.291,109496.526,124687.761,139332.546,153977.330,164673.201,175369.072,190362.295,205355.518,216354.194,227352.870,236505.423,245657.976
REMIND-MAGPIE,SSP1-45,World,Consumption,billion US$2005/yr,32960.000,39984.744,47009.488,57019.336,67029.185,80763.666,94498.146,109797.217,125096.289,139894.421,154692.553,165490.816,176289.079,191386.993,206484.906,217485.065,228485.223,237735.289,246985.356
REMIND-MAGPIE,SSP1-Baseline,World,Consumption,billion US$2005/yr,32960.000,39990.000,47020.000,57010.000,67000.000,80740.000,94480.000,109840.000,125200.000,140000.000,154800.000,165600.000,176400.000,191500.000,206600.000,217600.000,228600.000,237800.000,247000.000
